Date,Open,High,Low,Close,Adj Close,Volume
2020-05-18,12.000000,12.600000,12.000000,12.390000,12.390000,8294300
2020-05-19,12.400000,12.930000,12.400000,12.550000,12.550000,9936800
2020-05-20,12.690000,12.800000,11.840000,12.200000,12.200000,12430200
2020-05-21,11.950000,12.160000,11.680000,12.140000,12.140000,7950000
2020-05-22,11.930000,12.015000,11.810000,11.950000,11.950000,9820900
2020-05-26,12.110000,12.525000,11.940000,11.950000,11.950000,7961800
2020-05-27,11.940000,12.290000,11.710000,12.230000,12.230000,5868300
2020-05-28,12.130000,12.400000,12.110000,12.230000,12.230000,9233700
2020-05-29,12.300000,13.000000,12.240000,12.920000,12.920000,50529100
2020-06-01,12.770000,12.800000,12.530000,12.600000,12.600000,10302600
2020-06-02,12.650000,13.020000,12.570000,13.010000,13.010000,8136500
2020-06-03,13.100000,13.365000,12.885000,12.900000,12.900000,13188600
2020-06-04,12.910000,12.930000,12.415000,12.550000,12.550000,9863900
2020-06-05,12.630000,12.630000,12.080000,12.260000,12.260000,12526300
2020-06-08,12.350000,12.535000,12.210000,12.390000,12.390000,8265600
2020-06-09,12.300000,12.520000,12.255000,12.350000,12.350000,6224900
2020-06-10,12.440000,12.590000,12.395000,12.510000,12.510000,4148600
2020-06-11,12.400000,12.470000,12.090000,12.400000,12.400000,9175200
2020-06-12,12.530000,12.560000,12.000000,12.300000,12.300000,11818600
2020-06-15,12.170000,12.860000,12.040000,12.750000,12.750000,9125600
2020-06-16,12.700000,12.870000,12.180000,12.640000,12.640000,16314400
2020-06-17,12.640000,12.760000,12.350000,12.490000,12.490000,9766700
2020-06-18,12.440000,12.920000,12.360000,12.850000,12.850000,16893800
2020-06-19,13.120000,14.085000,13.020000,13.580000,13.580000,51184900
2020-06-22,13.600000,13.680000,13.295000,13.620000,13.620000,13095600
2020-06-23,13.800000,13.810000,13.430000,13.630000,13.630000,10403100
2020-06-24,13.630000,13.640000,13.110000,13.510000,13.510000,11571000
2020-06-25,13.350000,13.670000,13.325000,13.600000,13.600000,9826500
2020-06-26,13.360000,13.470000,13.085000,13.250000,13.250000,17052000
2020-06-29,13.300000,13.335000,13.070000,13.250000,13.250000,7822300
2020-06-30,13.500000,13.890000,13.393000,13.460000,13.460000,14266100
2020-07-01,13.630000,13.675000,13.320000,13.350000,13.350000,7644700
2020-07-02,13.540000,14.400000,13.540000,14.150000,14.150000,24957800
2020-07-06,14.610000,15.800000,14.580000,15.730000,15.730000,30587800
2020-07-07,15.760000,16.420000,15.590000,16.420000,16.420000,23745300
2020-07-08,16.260000,17.299999,16.059999,16.840000,16.840000,21343400
2020-07-09,17.040001,17.969999,17.000000,17.500000,17.500000,21686900
2020-07-10,17.500000,17.510000,16.915001,17.090000,17.090000,11422200
2020-07-13,17.400000,17.408001,16.209999,16.320000,16.320000,11619100
2020-07-14,15.930000,16.400000,15.360000,16.360001,16.360001,12711100
2020-07-15,16.360001,16.389999,15.990000,16.219999,16.219999,6036600
2020-07-16,15.600000,15.930000,15.310000,15.840000,15.840000,9208500
2020-07-17,15.950000,15.950000,15.610000,15.680000,15.680000,5390700
2020-07-20,15.760000,16.030001,15.655000,15.980000,15.980000,8381100
2020-07-21,16.000000,16.629999,16.000000,16.370001,16.370001,7811200
2020-07-22,16.000000,16.330000,15.930000,16.129999,16.129999,7540500
2020-07-23,16.170000,16.230000,15.600000,15.740000,15.740000,5547900
2020-07-24,15.380000,15.715000,15.140000,15.620000,15.620000,5668100
2020-07-27,15.590000,16.090000,15.580000,16.030001,16.030001,5568300
2020-07-28,16.000000,16.240000,15.720000,15.770000,15.770000,2540900
2020-07-29,15.880000,16.150000,15.710000,15.740000,15.740000,4757900
2020-07-30,15.710000,15.850000,15.490000,15.820000,15.820000,4502100
2020-07-31,16.059999,16.139999,15.780000,16.139999,16.139999,8258600
2020-08-03,16.480000,16.485001,15.670000,15.840000,15.840000,10576200
2020-08-04,15.950000,16.180000,15.880000,16.049999,16.049999,4485700
2020-08-05,16.170000,16.549999,16.020000,16.500000,16.500000,5109700
2020-08-06,16.469999,16.590000,16.209999,16.570000,16.570000,4249500
2020-08-07,16.400000,16.400000,15.730000,16.020000,16.020000,8685200
2020-08-10,15.950000,16.030001,15.371000,15.690000,15.690000,8932800
2020-08-11,15.880000,16.070000,15.060000,15.500000,15.500000,10035200
